,City,Province,City_ID,Population 2021,Land Area (sqKM)
2944,Grassland,Manitoba,2021A00054605062,1583.0,1350.34
2945,Killarney - Turtle Mountain,Manitoba,2021A00054605025,3520.0,930.02
2946,Melita,Manitoba,2021A00054605052,1041.0,3.19
2947,Prairie Lakes,Manitoba,2021A00054605071,1625.0,1070.95
2948,Two Borders,Manitoba,2021A00054605056,1120.0,2321.73
2949,Division No.  6,Manitoba,2021A00034606,9906.0,4024.15
2950,Canupawakpa Dakota First Nation (Oak Lake 59),Manitoba,2021A00054606029,322.0,10.46
2951,Pipestone,Manitoba,2021A00054606023,1422.0,1149.86
2952,Sifton,Manitoba,2021A00054606016,1239.0,839.5
2953,Sioux Valley Dakota Nation,Manitoba,2021A00054606040,1057.0,37.94
2954,Virden,Manitoba,2021A00054606034,3118.0,8.96
2955,Wallace-Woodworth,Manitoba,2021A00054606031,2748.0,1977.43
2956,Division No.  7,Manitoba,2021A00034607,70896.0,6333.21
2957,Brandon,Manitoba,2021A00054607062,51313.0,79.04
2958,Carberry,Manitoba,2021A00054607068,1818.0,4.8
2959,Cornwallis,Manitoba,2021A00054607060,4568.0,500.51
2960,Elton,Manitoba,2021A00054607071,1276.0,576.14
2961,Glenboro-South Cypress,Manitoba,2021A00054607039,1123.0,1071.64
2962,North Cypress-Langford,Manitoba,2021A00054607066,3011.0,1762.3
2963,Oakland-Wawanesa,Manitoba,2021A00054607046,1758.0,578.82
2964,Riverdale,Manitoba,2021A00054607076,1803.0,576.02
2965,Souris-Glenwood,Manitoba,2021A00054607052,2547.0,579.69
2966,Swan Lake 7A,Manitoba,2021A00054607040,0.0,26.62
2967,Waywayseecappo Highway 10,Manitoba,2021A00054607072,0.0,0.04
2968,Whitehead,Manitoba,2021A00054607057,1679.0,577.6
2969,Division No.  8,Manitoba,2021A00034608,13877.0,5843.87
2970,Glenella-Lansdowne,Manitoba,2021A00054608055,1133.0,1274.74
2971,Norfolk-Treherne,Manitoba,2021A00054608032,1770.0,737.9
2972,North Norfolk,Manitoba,2021A00054608046,3915.0,1158.26
2973,Sandy Bay 5,Manitoba,2021A00054608069,2598.0,59.6
2974,Victoria,Manitoba,2021A00054608042,1188.0,703.54
2975,WestLake-Gladstone,Manitoba,2021A00054608060,3273.0,1909.82
2976,Division No.  9,Manitoba,2021A00034609,24339.0,3009.17
2977,Dakota Plains 6A,Manitoba,2021A00054609026,98.0,5.49
2978,Dakota Tipi 1,Manitoba,2021A00054609027,226.0,0.37
2979,Grey,Manitoba,2021A00054609018,2517.0,968.9
2980,Long Plain,Manitoba,2021A00054609030,5.0,1.16
2981,Long Plain 6,Manitoba,2021A00054609025,1335.0,35.09
2982,Portage la Prairie,Manitoba,2021A00054609024,6888.0,1973.45
2983,Portage la Prairie,Manitoba,2021A00054609029,13270.0,24.72
2984,Division No. 10,Manitoba,2021A00034610,12913.0,1914.19
2985,Cartier,Manitoba,2021A00054610043,3344.0,552.94
2986,Macdonald,Manitoba,2021A00054610035,8120.0,1156.11
2987,St. François Xavier,Manitoba,2021A00054610052,1449.0,205.14
2988,Division No. 11,Manitoba,2021A00034611,753938.0,569.31
2989,Headingley,Manitoba,2021A00054611042,4331.0,107.53
2990,Winnipeg,Manitoba,2021A00054611040,749607.0,461.78
2991,Division No. 12,Manitoba,2021A00034612,24863.0,1851.28
2992,Beausejour,Manitoba,2021A00054612056,3307.0,5.42
2993,Brokenhead,Manitoba,2021A00054612054,5414.0,749.69
2994,Springfield,Manitoba,2021A00054612047,16142.0,1096.17
2995,Division No. 13,Manitoba,2021A00034613,51643.0,1662.28
2996,Brokenhead 4,Manitoba,2021A00054613062,434.0,54.95
2997,Dunnottar,Manitoba,2021A00054613049,989.0,2.8
2998,East St. Paul,Manitoba,2021A00054613032,9725.0,41.79
2999,Selkirk,Manitoba,2021A00054613047,10504.0,24.47
3000,St. Andrews,Manitoba,2021A00054613043,11723.0,739.61
3001,St. Clements,Manitoba,2021A00054613056,11586.0,711.17
3002,West St. Paul,Manitoba,2021A00054613037,6682.0,87.49
3003,Division No. 14,Manitoba,2021A00034614,19749.0,2833.41
3004,Rockwood,Manitoba,2021A00054614036,8440.0,1184.89
3005,Rosser,Manitoba,2021A00054614015,1270.0,441.74
3006,Stonewall,Manitoba,2021A00054614039,5046.0,5.96
3007,Teulon,Manitoba,2021A00054614042,1196.0,3.23
3008,Woodlands,Manitoba,2021A00054614031,3797.0,1197.59
3009,Division No. 15,Manitoba,2021A00034615,23304.0,8744.51
3010,Birdtail Creek 57,Manitoba,2021A00054615042,452.0,27.88
3011,Clanwilliam-Erickson,Manitoba,2021A00054615092,1012.0,358.05
3012,Ellice-Archie,Manitoba,2021A00054615047,831.0,1153.14
3013,Gambler 63 (Part),Manitoba,2021A00054615049,15.0,2.53
3014,Hamiota,Manitoba,2021A00054615037,1234.0,577.68
3015,Harrison Park,Manitoba,2021A00054615070,1852.0,964.55
3016,Keeseekoowenin 61,Manitoba,2021A00054615067,472.0,21.42
3017,Minnedosa,Manitoba,2021A00054615075,2741.0,14.95
3018,Minto-Odanah,Manitoba,2021A00054615074,1121.0,746.31
3019,Neepawa,Manitoba,2021A00054615020,5685.0,17.09
3020,Oakview,Manitoba,2021A00054615032,1928.0,1141.98
3021,Prairie View,Manitoba,2021A00054615056,2161.0,1694.69
3022,Rolling River 67,Manitoba,2021A00054615071,379.0,63.07
3023,Rolling River 67B,Manitoba,2021A00054615072,56.0,3.32
3024,Rosedale,Manitoba,2021A00054615078,1524.0,864.68
3025,Yellowhead,Manitoba,2021A00054615063,1841.0,1093.17
3026,Division No. 16,Manitoba,2021A00034616,9945.0,4706.83
3027,Gambler 63 (Part),Manitoba,2021A00054616025,76.0,2.05
3028,Hillsburg-Roblin-Shell River,Manitoba,2021A00054616048,3089.0,1694.95
3029,Riding Mountain West,Manitoba,2021A00054616020,1442.0,1624.99
3030,Rossburn,Manitoba,2021A00054616005,973.0,672.29
3031,Russell-Binscarth,Manitoba,2021A00054616030,2596.0,569.7
3032,Valley River 63A,Manitoba,2021A00054616046,360.0,46.2
3033,Waywayseecappo First Nation,Manitoba,2021A00054616017,1409.0,96.64
3034,Division No. 17,Manitoba,2021A00034617,21996.0,13630.54
3035,Alonsa,Manitoba,2021A00054617026,1210.0,3006.17
3036,Dauphin,Manitoba,2021A00054617048,2136.0,1512.79
3037,Dauphin,Manitoba,2021A00054617050,8368.0,12.67
3038,"Division No. 17, Unorganized",Manitoba,2021A00054617092,212.0,2147.09
3039,Ebb and Flow 52,Manitoba,2021A00054617029,1608.0,45.69
3040,Ethelbert,Manitoba,2021A00054617064,648.0,1134.59
3041,Gilbert Plains,Manitoba,2021A00054617054,1420.0,1050.15
3042,Grandview,Manitoba,2021A00054617058,1419.0,1147.99
3043,Lakeshore,Manitoba,2021A00054617075,1186.0,1295.64
3044,McCreary,Manitoba,2021A00054617035,748.0,527.77
3045,Mossey River,Manitoba,2021A00054617072,1450.0,1119.96
3046,Ste. Rose,Manitoba,2021A00054617041,1591.0,630.04
3047,Division No. 18,Manitoba,2021A00034618,26636.0,11362.44
3048,Arborg,Manitoba,2021A00054618074,1279.0,2.22
3049,Armstrong,Manitoba,2021A00054618037,1967.0,1868.24
3050,Bifrost-Riverton,Manitoba,2021A00054618076,3320.0,1643.14
3051,Coldwell,Manitoba,2021A00054618044,1313.0,891.85
3052,"Division No. 18, Unorganized, East Part",Manitoba,2021A00054618091,229.0,478.47
3053,"Division No. 18, Unorganized, West Part",Manitoba,2021A00054618093,0.0,15.27
3054,Dog Creek 46,Manitoba,2021A00054618055,899.0,54.48
3055,Fairford 50,Manitoba,2021A00054618067,1144.0,77.08
3056,Fisher,Manitoba,2021A00054618068,1845.0,1486.17
3057,Gimli,Manitoba,2021A00054618031,6569.0,318.1
3058,Grahamdale,Manitoba,2021A00054618060,1278.0,2365.94
3059,Little Saskatchewan 48,Manitoba,2021A00054618063,627.0,29.12
3060,Obushkudayang,Manitoba,2021A00054618061,957.0,4.58
3061,St. Laurent,Manitoba,2021A00054618040,1542.0,480.15
3062,West Interlake,Manitoba,2021A00054618056,2228.0,1643.72
3063,Winnipeg Beach,Manitoba,2021A00054618034,1439.0,3.91
3064,Division No. 19,Manitoba,2021A00034619,15381.0,60536.43
3065,Berens River 13,Manitoba,2021A00054619077,1161.0,26.15
3066,Black River 9,Manitoba,2021A00054619054,498.0,9.23
3067,Bloodvein 12,Manitoba,2021A00054619052,640.0,15.73
3068,Chemawawin 3,Manitoba,2021A00054619082,27.0,47.98
3069,Crane River 51,Manitoba,2021A00054619068,438.0,35.97
3070,Dauphin River 48A,Manitoba,2021A00054619062,213.0,3.4
3071,"Division No. 19, Unorganized",Manitoba,2021A00054619045,2839.0,59723.04
3072,Fisher River 44,Manitoba,2021A00054619056,1449.0,55.17
3073,Fisher River 44A,Manitoba,2021A00054619058,44.0,7.59
3074,Fort Alexander 3,Manitoba,2021A00054619050,2127.0,87.95
3075,Hole or Hollow Water 10,Manitoba,2021A00054619053,530.0,16.39
3076,Jackhead 43,Manitoba,2021A00054619061,267.0,12.11
3077,Little Grand Rapids 14,Manitoba,2021A00054619051,,22.6
3078,Pauingassi First Nation,Manitoba,2021A00054619079,,2.56
3079,Peguis 1B,Manitoba,2021A00054619059,3053.0,310.31
3080,Pine Creek 66A,Manitoba,2021A00054619070,700.0,77.9
3081,Poplar River 16,Manitoba,2021A00054619075,,18.05
3082,Shoal River 65B,Manitoba,2021A00054619040,95.0,9.25
3083,Shoal River Indian Reserve 65A,Manitoba,2021A00054619072,759.0,3.75
3084,Swan Lake 65C,Manitoba,2021A00054619071,10.0,7.69
3085,The Narrows 49,Manitoba,2021A00054619065,55.0,24.09
3086,Waterhen 45,Manitoba,2021A00054619069,476.0,19.54
3087,Division No. 20,Manitoba,2021A00034620,9634.0,9825.79
3088,"Division No. 20, Unorganized, North Part",Manitoba,2021A00054620069,25.0,1744.71
3089,"Division No. 20, Unorganized, South Part",Manitoba,2021A00054620066,95.0,2553.98
3090,Minitonas-Bowsman,Manitoba,2021A00054620051,1587.0,1199.17
3091,Mountain (North),Manitoba,2021A00054620055,537.0,988.01
3092,Mountain (South),Manitoba,2021A00054620032,443.0,1615.42
3093,Swan River,Manitoba,2021A00054620048,4049.0,6.81
3094,Swan Valley West,Manitoba,2021A00054620042,2759.0,1716.84
3095,Wuskwi Sipihk First Nation 2,Manitoba,2021A00054620060,139.0,0.84
3096,Division No. 21,Manitoba,2021A00034621,21871.0,42801.19
3097,Chemawawin 2,Manitoba,2021A00054621029,1264.0,2.51
3098,"Division No. 21, Unorganized",Manitoba,2021A00054621078,1712.0,40578.97
3099,Flin Flon (Part),Manitoba,2021A00054621064,4940.0,13.14
3100,Grand Rapids,Manitoba,2021A00054621025,213.0,74.27
3101,Grand Rapids 33,Manitoba,2021A00054621027,947.0,18.91
3102,Kelsey,Manitoba,2021A00054621052,2181.0,850.41
3103,Moose Lake 31A,Manitoba,2021A00054621058,837.0,3.87
3104,Moose Lake 31D,Manitoba,2021A00054621080,155.0,0.45
3105,Moose Lake 31G,Manitoba,2021A00054621060,0.0,10.9
3106,Opaskwayak Cree Nation 21A,Manitoba,2021A00054621033,243.0,5.72
3107,Opaskwayak Cree Nation 21B,Manitoba,2021A00054621034,278.0,0.98
3108,Opaskwayak Cree Nation 21C,Manitoba,2021A00054621035,40.0,1.26
3109,Opaskwayak Cree Nation 21D,Manitoba,2021A00054621036,0.0,0.73
3110,Opaskwayak Cree Nation 21E,Manitoba,2021A00054621043,2210.0,24.73
3111,Opaskwayak Cree Nation 21I,Manitoba,2021A00054621040,119.0,1.83
3112,Opaskwayak Cree Nation 21N,Manitoba,2021A00054621039,5.0,1.18
3113,Snow Lake,Manitoba,2021A00054621071,1088.0,1166.64
3114,The Pas,Manitoba,2021A00054621045,5639.0,44.69
3115,Division No. 22,Manitoba,2021A00034622,42226.0,89802.82
3116,Cross Lake 19,Manitoba,2021A00054622051,1865.0,23.18
3117,Cross Lake 19A,Manitoba,2021A00054622052,2045.0,6.05
3118,Cross Lake 19E,Manitoba,2021A00054622067,763.0,7.32
3119,"Division No. 22, Unorganized",Manitoba,2021A00054622046,2162.0,85723.96
3120,Garden Hill First Nation,Manitoba,2021A00054622048,3054.0,83.05
3121,God's Lake 23,Manitoba,2021A00054622049,1520.0,36.66
3122,God's River 86A,Manitoba,2021A00054622055,809.0,2.35
3123,Ilford,Manitoba,2021A00054622064,62.0,14.09
3124,Mooseocoot,Manitoba,2021A00054622802,60.0,0.06
3125,Mooseocoot 4,Manitoba,2021A00054622066,0.0,0.05
3126,Mystery Lake,Manitoba,2021A00054622017,0.0,3351.37
3127,Nelson House 170,Manitoba,2021A00054622059,2397.0,17.25
3128,Norway House 17,Manitoba,2021A00054622058,5390.0,82.12
3129,Oxford House 24,Manitoba,2021A00054622050,,49.32
3130,Red Sucker Lake 1976,Manitoba,2021A00054622056,725.0,2.34
3131,Red Sucker Lake 1976A,Manitoba,2021A00054622045,147.0,17.64
3132,Split Lake 171,Manitoba,2021A00054622063,2232.0,130.23
3133,St. Theresa Point,Manitoba,2021A00054622801,3417.0,147.93
3134,Thompson,Manitoba,2021A00054622026,13035.0,16.62
3135,Wasagamack,Manitoba,2021A00054622800,2088.0,77.9
3136,York Landing,Manitoba,2021A00054622065,455.0,13.32
3137,Division No. 23,Manitoba,2021A00034623,4690.0,233578.64
3138,A Kwis Ki Mahka,Manitoba,2021A00054623023,58.0,0.02
3139,Black Sturgeon,Manitoba,2021A00054623800,149.0,23.84
3140,Brochet 197,Manitoba,2021A00054623065,,37.08
3141,Churchill,Manitoba,2021A00054623056,870.0,50.83
3142,Churchill 1,Manitoba,2021A00054623058,,2.09
3143,"Division No. 23, Unorganized",Manitoba,2021A00054623062,74.0,229309.25
3144,Fox Lake 2,Manitoba,2021A00054623027,126.0,0.41
3145,Gillam,Manitoba,2021A00054623022,1007.0,1994.44
3146,Granville Lake,Manitoba,2021A00054623039,,2.54
3147,Lac Brochet 197A,Manitoba,2021A00054623067,641.0,4.49
3148,Leaf Rapids,Manitoba,2021A00054623034,351.0,1237.66
3149,Lynn Lake,Manitoba,2021A00054623047,579.0,867.53
3150,O-Pipon-Na-Piwin Cree Nation 1,Manitoba,2021A00054623040,257.0,0.02
3151,Pukatawagan 198,Manitoba,2021A00054623064,,15.51
3152,Shamattawa 1,Manitoba,2021A00054623071,,22.4
3153,South Indian Lake,Manitoba,2021A00054623037,578.0,10.54
3155,Division No.  1,Saskatchewan,2021A00034701,30351.0,14654.35
3156,Alameda,Saskatchewan,2021A00054701037,345.0,2.53
3157,Alida,Saskatchewan,2021A00054701041,103.0,0.38
3158,Antler No. 61,Saskatchewan,2021A00054701047,451.0,804.28
3159,Arcola,Saskatchewan,2021A00054701059,636.0,3.46
3160,Argyle No. 1,Saskatchewan,2021A00054701001,331.0,567.05
3161,Benson No. 35,Saskatchewan,2021A00054701027,450.0,808.53
3162,Bienfait,Saskatchewan,2021A00054701021,668.0,3.05
3163,Brock No. 64,Saskatchewan,2021A00054701058,252.0,784.64
3164,Browning No. 34,Saskatchewan,2021A00054701031,355.0,797.0
3165,Carievale,Saskatchewan,2021A00054701004,85.0,1.51
3166,Carlyle,Saskatchewan,2021A00054701056,1524.0,5.41
3167,Carnduff,Saskatchewan,2021A00054701008,1150.0,2.61
3168,Coalfields No. 4,Saskatchewan,2021A00054701016,330.0,818.16
3169,Enniskillen No. 3,Saskatchewan,2021A00054701011,422.0,820.04
3170,Estevan,Saskatchewan,2021A00054701024,10851.0,18.3
3171,Estevan No. 5,Saskatchewan,2021A00054701022,1279.0,772.0
3172,Fairlight,Saskatchewan,2021A00054701098,25.0,2.58
3173,Forget,Saskatchewan,2021A00054701064,35.0,1.37
3174,Frobisher,Saskatchewan,2021A00054701017,127.0,1.43
3175,Gainsborough,Saskatchewan,2021A00054701002,227.0,0.94
3176,Glen Ewen,Saskatchewan,2021A00054701012,159.0,2.59
3177,Golden West No. 95,Saskatchewan,2021A00054701069,289.0,781.59
3178,Hazelwood No. 94,Saskatchewan,2021A00054701072,244.0,714.41
3179,Heward,Saskatchewan,2021A00054701067,30.0,0.92
3180,Kennedy,Saskatchewan,2021A00054701077,232.0,1.57
3181,Kenosee Lake,Saskatchewan,2021A00054701079,236.0,0.4
3182,Kisbey,Saskatchewan,2021A00054701061,158.0,2.69
3183,Lampman,Saskatchewan,2021A00054701032,673.0,2.13
3184,Manor,Saskatchewan,2021A00054701054,305.0,2.58
3185,Maryfield,Saskatchewan,2021A00054701096,311.0,2.57
3186,Maryfield No. 91,Saskatchewan,2021A00054701094,258.0,748.67
3187,Moose Creek No. 33,Saskatchewan,2021A00054701036,306.0,828.74
3188,Moose Mountain No. 63,Saskatchewan,2021A00054701053,489.0,718.23
3189,Mount Pleasant No. 2,Saskatchewan,2021A00054701006,419.0,772.71
3190,North Portal,Saskatchewan,2021A00054701018,113.0,2.65
3191,Ocean Man 69,Saskatchewan,2021A00054701809,164.0,18.78
3192,Ocean Man 69A,Saskatchewan,2021A00054701810,5.0,2.62
3193,Ocean Man 69C,Saskatchewan,2021A00054701812,15.0,3.56
3194,Ocean Man 69D,Saskatchewan,2021A00054701818,0.0,1.74
3195,Ocean Man 69E,Saskatchewan,2021A00054701813,10.0,3.86
3196,Ocean Man 69F,Saskatchewan,2021A00054701814,5.0,2.06
3197,Ocean Man 69G,Saskatchewan,2021A00054701815,0.0,0.61
3198,Ocean Man 69H,Saskatchewan,2021A00054701817,5.0,6.15
3199,Ocean Man 69I,Saskatchewan,2021A00054701816,5.0,1.62
3200,Oxbow,Saskatchewan,2021A00054701014,1286.0,3.33
3201,Pheasant Rump Nakota 68,Saskatchewan,2021A00054701819,72.0,74.99
3202,Reciprocity No. 32,Saskatchewan,2021A00054701039,351.0,707.95
3203,Redvers,Saskatchewan,2021A00054701049,1008.0,2.9
3204,Roche Percée,Saskatchewan,2021A00054701019,75.0,2.87
3205,Storthoaks,Saskatchewan,2021A00054701044,86.0,0.45
3206,Storthoaks No. 31,Saskatchewan,2021A00054701043,306.0,551.21
3207,Stoughton,Saskatchewan,2021A00054701066,652.0,3.45
3208,Tecumseh No. 65,Saskatchewan,2021A00054701063,255.0,798.92
3209,Walpole No. 92,Saskatchewan,2021A00054701091,292.0,832.36
3210,Wawken No. 93,Saskatchewan,2021A00054701076,614.0,743.5
3211,Wawota,Saskatchewan,2021A00054701078,555.0,1.28
3212,White Bear 70,Saskatchewan,2021A00054701808,722.0,92.45
3213,Division No.  2,Saskatchewan,2021A00034702,22497.0,16535.88
3214,Avonlea,Saskatchewan,2021A00054702062,411.0,1.3
3215,Bengough,Saskatchewan,2021A00054702023,332.0,1.12
3216,Bengough No. 40,Saskatchewan,2021A00054702024,305.0,1008.64
3217,Brokenshell No. 68,Saskatchewan,2021A00054702051,307.0,845.97
3218,Caledonia No. 99,Saskatchewan,2021A00054702066,225.0,846.76
3219,Cambria No. 6,Saskatchewan,2021A00054702001,277.0,813.31
3220,Ceylon,Saskatchewan,2021A00054702028,97.0,0.76
3221,Creelman,Saskatchewan,2021A00054702079,103.0,1.35
3222,Cymri No. 36,Saskatchewan,2021A00054702037,568.0,816.38
3223,Elmsthorpe No. 100,Saskatchewan,2021A00054702061,195.0,824.15
3224,Fillmore,Saskatchewan,2021A00054702078,282.0,1.32
3225,Fillmore No. 96,Saskatchewan,2021A00054702076,224.0,815.57
3226,Goodwater,Saskatchewan,2021A00054702036,40.0,0.56
3227,Griffin No. 66,Saskatchewan,2021A00054702042,430.0,801.27
3228,Halbrite,Saskatchewan,2021A00054702038,110.0,1.1
3229,Happy Valley No. 10,Saskatchewan,2021A00054702018,125.0,806.93
3230,Key West No. 70,Saskatchewan,2021A00054702057,251.0,786.65
3231,Lake Alma No. 8,Saskatchewan,2021A00054702011,269.0,785.5
3232,Lang,Saskatchewan,2021A00054702071,176.0,0.65
3233,Laurier No. 38,Saskatchewan,2021A00054702029,253.0,816.25
3234,Lomond No. 37,Saskatchewan,2021A00054702033,275.0,825.6
3235,Macoun,Saskatchewan,2021A00054702041,272.0,1.7
3236,McTaggart,Saskatchewan,2021A00054702048,125.0,0.75
3237,Midale,Saskatchewan,2021A00054702039,510.0,1.62
3238,Milestone,Saskatchewan,2021A00054702067,682.0,2.12
3239,Minton,Saskatchewan,2021A00054702016,50.0,0.25
3240,Norton No. 69,Saskatchewan,2021A00054702052,233.0,808.81
3241,Ogema,Saskatchewan,2021A00054702058,383.0,1.33
3242,Osage,Saskatchewan,2021A00054702077,25.0,0.62
3243,Pangman,Saskatchewan,2021A00054702054,238.0,0.73
3244,Radville,Saskatchewan,2021A00054702031,778.0,2.95
3245,Scott No. 98,Saskatchewan,2021A00054702069,215.0,846.58
3246,Souris Valley No. 7,Saskatchewan,2021A00054702006,220.0,804.48
3247,Surprise Valley No. 9,Saskatchewan,2021A00054702014,211.0,802.64
3248,The Gap No. 39,Saskatchewan,2021A00054702026,181.0,795.76
3249,Torquay,Saskatchewan,2021A00054702002,215.0,1.35
3250,Tribune,Saskatchewan,2021A00054702008,25.0,1.69
3251,Wellington No. 97,Saskatchewan,2021A00054702073,274.0,831.16
3252,Weyburn,Saskatchewan,2021A00054702047,11019.0,19.03
3253,Weyburn No. 67,Saskatchewan,2021A00054702044,1103.0,808.5
3254,Yellow Grass,Saskatchewan,2021A00054702072,483.0,2.67
3255,Division No.  3,Saskatchewan,2021A00034703,12262.0,18319.12
3256,Assiniboia,Saskatchewan,2021A00054703036,2333.0,3.68
3257,Auvergne No. 76,Saskatchewan,2021A00054703054,381.0,846.86
3258,Coronach,Saskatchewan,2021A00054703004,612.0,2.34
3259,Excel No. 71,Saskatchewan,2021A00054703029,411.0,1093.31
3260,Glen Bain No. 105,Saskatchewan,2021A00054703064,195.0,827.17
3261,Glen McPherson No. 46,Saskatchewan,2021A00054703016,76.0,845.13
3262,Gravelbourg,Saskatchewan,2021A00054703071,986.0,3.21
3263,Gravelbourg No. 104,Saskatchewan,2021A00054703068,317.0,824.45
3264,Hart Butte No. 11,Saskatchewan,2021A00054703001,263.0,839.22
3265,Hazenmore,Saskatchewan,2021A00054703052,75.0,0.68
3266,Kincaid,Saskatchewan,2021A00054703051,120.0,0.54
3267,Lafleche,Saskatchewan,2021A00054703044,373.0,1.43
3268,Lake Johnston No. 102,Saskatchewan,2021A00054703093,140.0,555.8
3269,Lake of the Rivers No. 72,Saskatchewan,2021A00054703034,252.0,665.26
3270,Limerick,Saskatchewan,2021A00054703041,114.0,0.61
3271,Mankota,Saskatchewan,2021A00054703019,198.0,1.5
3272,Mankota No. 45,Saskatchewan,2021A00054703018,289.0,1693.17
3273,Mossbank,Saskatchewan,2021A00054703092,368.0,1.56
3274,Neville,Saskatchewan,2021A00054703061,88.0,0.96
3275,Old Post No. 43,Saskatchewan,2021A00054703011,352.0,1757.5
3276,Pinto Creek No. 75,Saskatchewan,2021A00054703048,251.0,838.82
3277,Ponteix,Saskatchewan,2021A00054703058,577.0,1.19
3278,Poplar Valley No. 12,Saskatchewan,2021A00054703006,190.0,765.28
3279,Rockglen,Saskatchewan,2021A00054703009,399.0,2.65
3280,Stonehenge No. 73,Saskatchewan,2021A00054703038,385.0,956.43
3281,Sutton No. 103,Saskatchewan,2021A00054703074,230.0,792.29
3282,Terrell No. 101,Saskatchewan,2021A00054703096,210.0,837.04
3283,Vanguard,Saskatchewan,2021A00054703062,184.0,1.86
3284,Waverley No. 44,Saskatchewan,2021A00054703022,295.0,1425.78
3285,Whiska Creek No. 106,Saskatchewan,2021A00054703059,512.0,845.65
3286,Willow Bunch,Saskatchewan,2021A00054703028,299.0,0.91
3287,Willow Bunch No. 42,Saskatchewan,2021A00054703026,285.0,1037.04
3288,Wood Mountain,Saskatchewan,2021A00054703012,20.0,0.61
3289,Wood Mountain 160,Saskatchewan,2021A00054703801,16.0,24.37
